Time,time,xPos,yPos,yaw,xVel,yVel,zAngVel
0.012294292449951172,0.012294292449951172,-0.5303809642791748,5.072458744049072,1.338594099336319,-0.0016780727745602218,8.254562048881083e-05,0.0004831268743146211
0.021615266799926758,0.021615266799926758,-0.5303852558135986,5.072445869445801,1.338584799260558,-0.0016493660120924947,9.737884822683772e-05,-0.0011482138652354479
0.03162193298339844,0.03162193298339844,-0.5303909778594971,5.0724196434021,1.3385802147061845,-0.0017503584613877785,-0.0001030173802340695,-0.0008304939838126302
0.04434061050415039,0.04434061050415039,-0.5303943157196045,5.072405815124512,1.3385713621885797,-0.001808077703172847,9.670953945427203e-07,-0.0011229123920202255
0.05203747749328613,0.05203747749328613,-0.5303974151611328,5.072391033172607,1.338577380787506,-0.001933582989102141,-0.0002169415575484872,0.0007921881042420864
0.061734914779663086,0.061734914779663086,-0.5295931696891785,5.073526382446289,1.3385180950868663,0.0012554406335030025,-0.0013007423595512411,-0.0007178773521445692
0.0717310905456543,0.0717310905456543,-0.5295808911323547,5.07353401184082,1.3385213728163194,0.0013635319209043336,-0.0012337989986019363,0.000404989201342687
0.08185744285583496,0.08185744285583496,-0.529568612575531,5.073542594909668,1.3385214896486013,0.0014783096546135185,-0.0012435701227982267,-4.290370270609856e-06
0.09178805351257324,0.09178805351257324,-0.5295560956001282,5.073551654815674,1.338513221601463,0.0014096164344857235,-0.0012936075062049386,-0.0010080517968162894
0.10156059265136719,0.10156059265136719,-0.5295291543006897,5.0735697746276855,1.338509454863831,0.0014356162845377744,-0.0013819814238897133,-0.00035146737354807556
0.11170816421508789,0.11170816421508789,-0.5295157432556152,5.073578834533691,1.3385042931893314,0.001573337601211055,-0.001351624608749085,-0.0006655488396063447
0.12163543701171875,0.12163543701171875,-0.5295157432556152,5.073578834533691,1.3385042931893314,0.001573337601211055,-0.001351624608749085,-0.0006655488396063447
0.13210535049438477,0.13210535049438477,-0.5294741988182068,5.073607444763184,1.3384930814773377,0.001477222134020303,-0.0015160285945908325,-0.000549411284737289
0.14194655418395996,0.14194655418395996,-0.5294741988182068,5.073607444763184,1.3384930814773377,0.001477222134020303,-0.0015160285945908325,-0.000549411284737289
0.1535782814025879,0.1535782814025879,-0.5294595956802368,5.073616027832031,1.3384965133991482,0.001404020074033761,-0.0015542109024187008,0.00042255816515535116
0.16181206703186035,0.16181206703186035,-0.529350996017456,5.073096752166748,1.3386192305863354,6.182530778370026e-05,-0.0021286178814206996,0.0007597692310810089
