Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3556883335113525,0.0,0.0,0.0,0.0,0.0,0.0
2.356776475906372,0.0,0.0,0.0,0.0,0.0,0.0
2.3720827102661133,0.0,0.0,0.0,0.0,0.0,0.0
2.4221842288970947,0.0,0.0,0.0,0.0,0.0,0.0
2.4723339080810547,0.0,0.0,0.0,0.0,0.0,0.0
2.500140428543091,0.0,0.0,0.0,0.0,0.0,0.0
2.516099214553833,0.0,0.0,0.0,0.0,0.0,0.0
2.5347113609313965,0.0,0.0,0.0,0.0,0.0,0.0
2.5483810901641846,0.0,0.0,0.0,0.0,0.0,0.0
2.5639820098876953,0.0,0.0,0.0,0.0,0.0,0.0
2.5881588459014893,0.0,0.0,0.0,0.0,0.0,0.0
2.62004017829895,0.0,0.0,0.0,0.0,0.0,0.0
2.6361966133117676,0.07459741272032261,0.0,0.0,0.0,0.0,0.0
2.6534371376037598,0.20480972528457642,0.0,0.0,0.0,0.0,0.0
2.676100730895996,0.32200080156326294,0.0,0.0,0.0,0.0,0.0
2.6940338611602783,0.34366893768310547,0.0,0.0,0.0,0.0,0.0
2.7079639434814453,0.3654387965798378,0.0,0.0,0.0,0.0,0.0
2.7249972820281982,0.460860013961792,0.0,0.0,0.0,0.0,0.0
2.74043345451355,0.46523433923721313,0.0,0.0,0.0,0.0,0.0
2.764019727706909,0.49565112590789795,0.0,0.0,0.0,0.0,0.0
2.7800891399383545,0.5216935873031616,0.0,0.0,0.0,0.0,0.0
2.7960517406463623,0.5216935873031616,0.0,0.0,0.0,0.0,0.0
2.812160015106201,0.5477360486984253,0.0,0.0,0.0,0.0,0.0
2.8519721031188965,0.5694041848182678,0.0,0.0,0.0,0.0,0.0
2.86803936958313,0.6431572437286377,0.0,0.0,0.0,0.0,0.0
2.8844594955444336,0.6649271249771118,0.0,0.0,0.0,0.0,0.0
2.9000349044799805,0.7603483200073242,0.0,0.0,0.0,0.0,0.0
2.915961265563965,0.7647226452827454,0.0,0.0,0.0,0.0,0.0
2.940127372741699,0.8732668161392212,0.0,0.0,0.0,0.0,0.0
2.9562249183654785,0.9860835671424866,0.0,0.0,0.0,0.0,0.0
2.971996784210205,1.055564045906067,0.0,0.0,0.0,0.0,0.0
2.9881110191345215,1.0858790874481201,0.0,0.0,0.0,0.0,0.0
3.0106334686279297,1.116295874118805,0.0,0.0,0.0,0.0,0.0
3.027980089187622,1.1900489330291748,0.0,0.0,0.0,0.0,0.0
3.045020341873169,1.211818814277649,0.0,0.0,0.0,0.0,0.0
3.0599732398986816,1.211818814277649,0.0,0.0,0.0,0.0,0.0
3.076101541519165,1.2378612756729126,0.0,0.0,0.0,0.0,0.0
3.0921318531036377,1.2378612756729126,0.0,0.0,0.0,0.0,0.0
3.120182514190674,1.2595294117927551,0.0,0.0,0.0,0.0,0.0
3.164069175720215,1.2595294117927551,0.0,0.0,0.0,0.0,0.0
3.2040798664093018,1.2811975479125977,0.0,0.0,0.0,0.0,0.0
3.2540700435638428,1.2811975479125977,0.0,0.0,0.0,0.0,0.0
3.268181085586548,1.2855718731880188,0.0,0.0,0.0,0.0,0.0
3.3180577754974365,1.2855718731880188,0.0,0.0,0.0,0.0,0.0
3.3244054317474365,1.2855718731880188,0.0,0.0,0.0,0.0,0.0
3.374163866043091,1.2855718731880188,0.0,0.0,0.0,0.0,0.0
3.408053398132324,1.28994619846344,0.0,0.0,0.0,0.0,0.0
3.4280595779418945,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
3.4441988468170166,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
3.4682729244232178,1.2942187786102295,0.0,0.0,0.0,0.0,-0.1267840638756752
3.4841437339782715,1.2942187786102295,0.0,0.0,0.0,0.0,-0.4218980669975281
3.5000791549682617,1.2942187786102295,0.0,0.0,0.0,0.0,-0.6085695773363113
3.5171196460723877,1.2942187786102295,0.0,0.0,0.0,0.0,-0.9861853122711182
3.5320165157318115,1.2942187786102295,0.0,0.0,0.0,0.0,-1.1424400806427002
3.5589890480041504,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.5880537033081055,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.603940010070801,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.6554770469665527,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.6600894927978516,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.6759889125823975,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.6953773498535156,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.732107400894165,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.7480335235595703,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.7640419006347656,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.816847562789917,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.864229202270508,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.9189796447753906,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
3.9644627571105957,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.0201005935668945,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.064576864242554,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.11562442779541,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.167461156845093,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.2155468463897705,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.265038967132568,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.316019535064697,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.36510705947876,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.415225505828857,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.465277910232544,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.518060922622681,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.565489292144775,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.615682125091553,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.666582345962524,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.715857028961182,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.765765428543091,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.815962076187134,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.865916013717651,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.91618275642395,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
4.966260194778442,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
5.016436576843262,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
5.072064399719238,1.2942187786102295,0.0,0.0,0.0,0.0,-1.307341754436493
5.072067499160767,1.2942187786102295,0.0,0.0,0.0,0.0,-1.0903551578521729
5.083897352218628,1.2942187786102295,0.0,0.0,0.0,0.0,-0.7734712958335876
5.100239276885986,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
5.116178512573242,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
5.166383504867554,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
5.217104911804199,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
5.266456604003906,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
5.318191766738892,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
5.366610765457153,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
5.420226335525513,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
5.436400413513184,1.2942187786102295,0.0,0.0,0.0,0.0,0.0
