Time,time,xPos,yPos,yaw,xVel,yVel,zAngVel
0.03709244728088379,0.03709244728088379,-0.012232860550284386,0.0008559449925087392,0.00036283529643414014,-0.010254951731578955,8.318236550055792e-05,0.0001559770607855171
0.04730558395385742,0.04730558395385742,-0.01239672489464283,0.0008577236440032721,0.00037181247987937713,-0.010193102575531283,0.00015338555314986516,3.5019715141970664e-05
0.0572812557220459,0.0572812557220459,-0.012478898279368877,0.0008593393722549081,0.000371207837454694,-0.010355780096447857,0.00021211781369959227,-9.157058229902759e-05
0.06725621223449707,0.06725621223449707,-0.012478898279368877,0.0008593393722549081,0.000371207837454694,-0.010355780096447857,0.00021211781369959227,-9.157058229902759e-05
0.07831263542175293,0.07831263542175293,-0.012644914910197258,0.0008616743725724518,0.00037220053453351076,-0.010375058024241109,0.0002104930789717604,-0.0006060783052816987
0.08713841438293457,0.08713841438293457,-0.012811446562409401,0.000864248548168689,0.0003574913732330378,-0.010472006835423127,0.00015317959448728135,-0.0007527997368015349
0.09718203544616699,0.09718203544616699,-0.012895255349576473,0.0008659113082103431,0.00034939598236491295,-0.010484444327124955,0.00022937888097775155,-0.0010115288896486163
0.10716056823730469,0.10716056823730469,-0.01297922246158123,0.0008672259282320738,0.00034672334816198195,-0.010511890334336882,6.776820936599723e-05,-0.00033381907269358635
0.11700844764709473,0.11700844764709473,-0.011731314472854137,0.0007545932894572616,0.0004160200768872088,-0.007164293241365331,-0.00019811151782985127,0.0005465876893140376
0.12731719017028809,0.12731719017028809,-0.011731314472854137,0.0007545932894572616,0.0004160200768872088,-0.007164293241365331,-0.00019811151782985127,0.0005465876893140376
0.1370706558227539,0.1370706558227539,-0.01184345968067646,0.0007514914032071829,0.0004216382450576887,-0.006926750287149399,-0.0001324143507239658,-3.6351411836221814e-07
0.1470937728881836,0.1470937728881836,-0.011899062432348728,0.0007503897068090737,0.000427627786544375,-0.006977523710156098,-0.00016462918475039688,0.0007471936987712979
0.15724802017211914,0.15724802017211914,-0.011954735964536667,0.0007490686257369816,0.00043787924001713357,-0.006943955898138183,-0.00018722614436984258,0.001282598590478301
0.1672060489654541,0.1672060489654541,-0.012066833674907684,0.0007483119261451066,0.0004344810791864562,-0.006943396409699643,-7.543638889671728e-05,-9.937831055140123e-05
0.17711853981018066,0.17711853981018066,-0.012122472748160362,0.0007467901450581849,0.000436092330961141,-0.006969887109134997,-0.0003297984287993471,0.00021871301578357816
0.18738055229187012,0.18738055229187012,-0.012178191915154457,0.0007444078219123185,0.00043935439698439385,-0.006964606255546502,-0.00029577105721887196,0.00044190301559865475
0.19721174240112305,0.19721174240112305,-0.012234685011208057,0.0007424470968544483,0.0004308905951925016,-0.007162477109567648,-0.00022196552609514558,-0.0010636697988957167
0.2102510929107666,0.2102510929107666,-0.012291539460420609,0.0007404688512906432,0.0004252866694321304,-0.00705545016994821,-0.0002996753574011688,-0.0006721034878864884
0.21718263626098633,0.21718263626098633,-0.012287961319088936,0.00043719474342651665,0.00037583243343118194,-0.006980381234776185,-0.0010068614325784572,-2.6028101274278015e-05
0.22719168663024902,0.22719168663024902,-0.012343697249889374,0.0004286709881853312,0.00038472600452121256,-0.006958515537615103,-0.0011512888276957005,0.0011007423745468259
0.23711848258972168,0.23711848258972168,-0.012454917654395103,0.00041292913374491036,0.00038289111643591647,-0.0069440010236620255,-0.001044173985177106,0.0005193863180465996
0.2476506233215332,0.2476506233215332,-0.012454917654395103,0.00041292913374491036,0.00038289111643591647,-0.0069440010236620255,-0.001044173985177106,0.0005193863180465996
0.25721240043640137,0.25721240043640137,-0.012564952485263348,0.00039752922020852566,0.00037438743820477683,-0.006874077620488387,-0.0008776727355811058,-0.00048392105964012444
0.2671854496002197,0.2671854496002197,-0.012620438821613789,0.00039075801032595336,0.00036122136554413663,-0.007001821106759466,-0.0008429620519512522,-0.0016740504652261734
0.2769498825073242,0.2769498825073242,-0.012676110491156578,0.00038433008012361825,0.0003474522042924299,-0.006920515792814407,-0.0007906097961478541,-0.001722380518913269
0.28729724884033203,0.28729724884033203,-0.012787395156919956,0.000367906381143257,0.00034830931500584984,-0.00697791230558224,-0.001202729010481947,0.00012796910596080124
0.29728078842163086,0.29728078842163086,-0.012843525037169456,0.00035818948526866734,0.00035368619293177356,-0.007059629918060737,-0.0012559986972396442,0.0006599015323445201
0.3072845935821533,0.3072845935821533,-0.012899314984679222,0.00034858749131672084,0.0003514883537213047,-0.006892434109699064,-0.0011739786121921863,-0.00024500233121216297
