Time,time,xPos,yPos,yaw,xVel,yVel,zAngVel
0.2256932258605957,0.2256932258605957,0.21473225951194763,-0.0030589911621063948,0.014422487926333933,-0.018588710576295853,0.024194426834583282,-0.004820620641112328
0.23586702346801758,0.23586702346801758,0.21473225951194763,-0.0030589911621063948,0.014422487926333933,-0.018588710576295853,0.024194426834583282,-0.004820620641112328
0.2456507682800293,0.2456507682800293,0.21473225951194763,-0.0030589911621063948,0.014422487926333933,-0.018588710576295853,0.024194426834583282,-0.004820620641112328
0.25538182258605957,0.25538182258605957,0.21473225951194763,-0.0030589911621063948,0.014422487926333933,-0.018588710576295853,0.024194426834583282,-0.004820620641112328
0.26786112785339355,0.26786112785339355,0.21473225951194763,-0.0030589911621063948,0.014422487926333933,-0.018588710576295853,0.024194426834583282,-0.004820620641112328
0.2754092216491699,0.2754092216491699,0.21473225951194763,-0.0030589911621063948,0.014422487926333933,-0.018588710576295853,0.024194426834583282,-0.004820620641112328
0.28539562225341797,0.28539562225341797,0.21473225951194763,-0.0030589911621063948,0.014422487926333933,-0.018588710576295853,0.024194426834583282,-0.004820620641112328
0.295379638671875,0.295379638671875,0.2186950445175171,-0.003021789714694023,0.014429448858780915,-0.007164050359278917,0.01799021102488041,0.001328413374722004
0.3053762912750244,0.3053762912750244,0.2186950445175171,-0.003021789714694023,0.014429448858780915,-0.007164050359278917,0.01799021102488041,0.001328413374722004
0.31565308570861816,0.31565308570861816,0.2186950445175171,-0.003021789714694023,0.014429448858780915,-0.007164050359278917,0.01799021102488041,0.001328413374722004
0.3257758617401123,0.3257758617401123,0.2186950445175171,-0.003021789714694023,0.014429448858780915,-0.007164050359278917,0.01799021102488041,0.001328413374722004
0.33541011810302734,0.33541011810302734,0.2186950445175171,-0.003021789714694023,0.014429448858780915,-0.007164050359278917,0.01799021102488041,0.001328413374722004
0.34572529792785645,0.34572529792785645,0.2186950445175171,-0.003021789714694023,0.014429448858780915,-0.007164050359278917,0.01799021102488041,0.001328413374722004
0.3553736209869385,0.3553736209869385,0.2186950445175171,-0.003021789714694023,0.014429448858780915,-0.007164050359278917,0.01799021102488041,0.001328413374722004
