Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05156993865966797,0.0,0.0,0.0,0.0,0.0,0.0
0.10265851020812988,0.0,0.0,0.0,0.0,0.0,0.0
0.10488700866699219,0.0,0.0,0.0,0.0,0.0,0.0
0.14477992057800293,0.0,0.0,0.0,0.0,0.0,0.0
0.16051030158996582,0.0,0.0,0.0,0.0,0.0,0.0
0.17722439765930176,0.0,0.0,0.0,0.0,0.0,0.0
0.23021316528320312,0.0,0.0,0.0,0.0,0.0,0.0
0.24877500534057617,0.0,0.0,0.0,0.0,0.0,0.0
0.26735568046569824,0.0,0.0,0.0,0.0,0.0,0.0
0.317455530166626,0.0,0.0,0.0,0.0,0.0,0.0
0.3682732582092285,0.0,0.0,0.0,0.0,0.0,0.0
0.41878843307495117,0.0,0.0,0.0,0.0,0.0,0.0
0.4702754020690918,0.0,0.0,0.0,0.0,0.0,0.0
0.5210859775543213,0.0,0.0,0.0,0.0,0.0,0.0
0.571561336517334,0.0,0.0,0.0,0.0,0.0,0.0
0.6222794055938721,0.0,0.0,0.0,0.0,0.0,0.0
0.6729128360748291,0.0,0.0,0.0,0.0,0.0,0.0
0.7235848903656006,0.0,0.0,0.0,0.0,0.0,0.0
0.7739913463592529,0.0,0.0,0.0,0.0,0.0,0.0
0.8244423866271973,0.0,0.0,0.0,0.0,0.0,0.0
0.878882646560669,0.0,0.0,0.0,0.0,0.0,0.0
0.9291610717773438,0.0,0.0,0.0,0.0,0.0,0.0
0.9797232151031494,0.0,0.0,0.0,0.0,0.0,0.0
1.0300347805023193,0.0,0.0,0.0,0.0,0.0,0.0
1.080331563949585,0.0,0.0,0.0,0.0,0.0,0.0
1.1309728622436523,0.0,0.0,0.0,0.0,0.0,0.0
1.181204080581665,0.0,0.0,0.0,0.0,0.0,0.0
1.2158215045928955,0.0,0.0,0.0,0.0,0.0,0.0
1.2317864894866943,0.0,0.0,0.0,0.0,0.0,0.0
1.2720308303833008,0.0,0.0,0.0,0.0,0.0,0.0
1.2880282402038574,0.0,0.0,0.0,0.0,0.0,0.0
1.3382525444030762,0.0,0.0,0.0,0.0,0.0,0.0
1.3887627124786377,0.0,0.0,0.0,0.0,0.0,0.0
1.3920280933380127,0.0,0.0,0.0,0.0,0.0,0.0
1.4239239692687988,0.0,0.0,0.0,0.0,0.0,0.0
1.4746661186218262,0.0,0.0,0.0,0.0,0.0,0.0
1.5246739387512207,0.0,0.0,0.0,0.0,0.0,0.0
1.568094253540039,0.0,0.0,0.0,0.0,0.0,0.0
1.5840799808502197,0.0,0.0,0.0,0.0,0.0,0.0
1.6344103813171387,0.0,0.0,0.0,0.0,0.0,0.0
1.6848633289337158,0.0,0.0,0.0,0.0,0.0,0.0
1.7352890968322754,0.0,0.0,0.0,0.0,0.0,0.0
1.7864971160888672,0.0,0.0,0.0,0.0,0.0,0.0
1.8365588188171387,0.0,0.0,0.0,0.0,0.0,0.0
1.8868882656097412,0.0,0.0,0.0,0.0,0.0,0.0
1.9374828338623047,0.0,0.0,0.0,0.0,0.0,0.0
1.9517807960510254,0.0,0.0,0.0,0.0,0.0,0.0
1.976853847503662,0.0,0.0,0.0,0.0,0.0,0.0
2.0078377723693848,0.0,0.0,0.0,0.0,0.0,0.0
2.0238118171691895,0.0,0.0,0.0,0.0,0.0,0.0
2.0747811794281006,0.0,0.0,0.0,0.0,0.0,0.0
2.1257102489471436,0.0,0.0,0.0,0.0,0.0,0.0
2.152224540710449,0.0,0.0,0.0,0.0,0.0,0.0
2.17016863822937,0.0,0.0,0.0,0.0,0.0,0.0
2.2205581665039062,0.0,0.0,0.0,0.0,0.0,0.0
2.270951509475708,0.0,0.0,0.0,0.0,0.0,0.0
2.321279287338257,0.0,0.0,0.0,0.0,0.0,0.0
2.3728389739990234,0.0,0.0,0.0,0.0,0.0,0.0
2.4230239391326904,0.0,0.0,0.0,0.0,0.0,0.0
